year,kind,region,value,total,share
1752,total,Nantes,19488858.306901038,549413978.0,0.03547208314183269
1752,total,Bordeaux,92987045.79966116,549413978.0,0.169247688488299
1753,total,La_Rochelle,17274754.955260515,534618816.0,0.03231228388950028
1753,total,Nantes,21939713.321348548,534618816.0,0.04103804928809043
1753,total,Bordeaux,128147798.44575977,534618816.0,0.23969937946546155
1754,total,La_Rochelle,20361898.09920445,545930841.0,0.03729757795311009
1754,total,Nantes,23458883.591883183,545930841.0,0.04297043110609533
1754,total,Bordeaux,121966756.18157864,545930841.0,0.22341063560023097
1755,total,Nantes,30841541.42601168,516686816.0,0.059690978114703204
1755,total,Bordeaux,70406284.21044207,516686816.0,0.13626491334828653
1756,total,La_Rochelle,14507895.708337307,414468810.0,0.035003588589301346
1756,total,Nantes,16707043.050266266,414468810.0,0.040309530288337656
1756,total,Bordeaux,48940497.36761999,414468810.0,0.11808004893690309
1757,total,La_Rochelle,15827263.205867052,336114567.33668804,0.047088893918759506
1757,total,Nantes,4984994.264148608,336114567.33668804,0.014831235383960934
1757,total,Bordeaux,39823112.574691296,336114567.33668804,0.11848076948953015
1758,total,La_Rochelle,7892832.611276865,292066751.0,0.027024070984638937
1758,total,Nantes,6539151.790630341,292066751.0,0.022389237283056366
1758,total,Bordeaux,31759352.66110134,292066751.0,0.10874004847303329
1759,total,La_Rochelle,5914391.080592155,319997399.0,0.018482622355915322
1759,total,Nantes,7052664.169511795,319997399.0,0.0220397546716053
1759,total,Bordeaux,31879684.817067146,319997399.0,0.09962482481636405
1760,total,La_Rochelle,6173162.772107124,296731490.0,0.02080386807651296
1760,total,Nantes,6693610.977727175,296731490.0,0.022557804625748263
1760,total,Bordeaux,31965376.00743866,296731490.0,0.10772491995183477
1761,total,La_Rochelle,6125383.677073956,312605172.0131836,0.019594633184174023
1761,total,Nantes,12148698.19713211,312605172.0131836,0.03886275495345854
1761,total,Bordeaux,32110333.678966284,312605172.0131836,0.10271849781683101
1762,total,La_Rochelle,4152304.1163756847,337879819.8053212,0.012289293035518218
1762,total,Nantes,5938902.350799322,337879819.8053212,0.017576966728054918
1762,total,Bordeaux,33747414.078228,337879819.8053212,0.09987993392938502
1763,total,Nantes,26764634.5979971,443749985.0,0.06031467155541898
1763,total,Bordeaux,42108656.25439584,443749985.0,0.09489274969642161
1764,total,La_Rochelle,8847346.41254139,559320407.0,0.01581802898985123
1764,total,Nantes,42213765.62292349,559320407.0,0.0754733156427162
1764,total,Bordeaux,68010327.40511513,559320407.0,0.12159457540606976
1765,total,La_Rochelle,11571509.988687038,538779126.0,0.021477279705685998
1765,total,Nantes,39633275.97494316,538779126.0,0.07356126854651596
1765,total,Bordeaux,73105567.12849712,538779126.0,0.13568745261392537
1766,total,La_Rochelle,12916548.03305006,506398317.0,0.02550669621014965
1766,total,Nantes,100683009.73782891,506398317.0,0.1988217700530567
1766,total,Bordeaux,73181925.24688148,506398317.0,0.14451455068102345
1767,total,La_Rochelle,12283463.324558258,524945367.0,0.023399508018818762
1767,total,Nantes,34526296.19054961,524945367.0,0.06577121803715169
1767,total,Bordeaux,83484634.49502563,524945367.0,0.15903490104528464
1768,total,La_Rochelle,14133178.021660805,523872469.0,0.026978279749342592
1768,total,Nantes,20807669.98472023,523872469.0,0.0397189606555183
1768,total,Bordeaux,66384779.22394562,523872469.0,0.12671935089596323
1769,total,La_Rochelle,10713790.447792053,567606386.0,0.018875387437575542
1769,total,Nantes,52252637.32377815,567606386.0,0.09205787428152394
1769,total,Bordeaux,115393224.94567204,567606386.0,0.2032979680846509
1770,total,La_Rochelle,10849680.553033829,636941206.0,0.017034037758633925
1770,total,Nantes,49078708.434361935,636941206.0,0.07705374997258685
1770,total,Bordeaux,213694562.41269302,636941206.0,0.3355012368483709
1771,total,La_Rochelle,10840840.43771553,676523937.0,0.016024326479545586
1771,total,Nantes,46403343.99074733,676523937.0,0.06859083833237276
1771,total,Bordeaux,93415459.19126487,676523937.0,0.13808152835731055
1772,total,La_Rochelle,16166496.67412281,619895540.0,0.026079388592024407
1772,total,Nantes,56438763.0598557,619895540.0,0.09104560271534733
1772,total,Bordeaux,151582963.069252,619895540.0,0.24452984944729883
1773,total,La_Rochelle,27086761.898708344,664723255.0,0.04074893076925426
1773,total,Bordeaux,144954494.22523022,664723255.0,0.21806743352950728
1774,total,La_Rochelle,21859271.819698334,614531290.0,0.03557064086956147
1774,total,Nantes,50732127.412621975,614531290.0,0.08255418111032552
1774,total,Bordeaux,124391555.02758789,614531290.0,0.20241695915530664
1775,total,La_Rochelle,21914111.169548035,625103158.0,0.03505679164965606
1775,total,Nantes,9274319.790298462,625103158.0,0.014836462864739618
1775,total,Bordeaux,122460883.23160172,625103158.0,0.19590507848882394
1776,total,La_Rochelle,25260613.432518005,701118094.0,0.03602904225221437
1776,total,Nantes,52611798.467108294,701118094.0,0.07503985265442072
1776,total,Bordeaux,143614739.6578455,701118094.0,0.204836732765658
1777,total,Bordeaux,217388523.72790527,723091293.0,0.30063772836482666
1778,total,La_Rochelle,16436976.747009277,630459588.0,0.026071420055886717
1778,total,Nantes,70481106.40731561,630459588.0,0.11179321838994002
1778,total,Bordeaux,200484754.9836769,630459588.0,0.31799778891407215
1779,total,La_Rochelle,8152645.977798462,446759520.0,0.01824839899952991
1779,total,Nantes,22056667.17515874,446759520.0,0.04937033501862196
1780,total,La_Rochelle,7694879.277828217,458537548.0,0.01678135042896905
1780,total,Bordeaux,32531869.886663437,458537548.0,0.07094701410725789
1789,total,La_Rochelle,28750658.19916916,1077672000.0,0.026678486774425948
1789,total,Nantes,105210443.46709251,1077672000.0,0.09762751882492308
1789,total,Bordeaux,250000911.1294098,1077672000.0,0.23198237601924313
