port,date_departure
Nantes,"12,08,1743"
Nantes,"01,01,1744"
Nantes,"01,06,1744"
Nantes,"7,17,1744"
Nantes,"08,,1744"
Nantes,"04,02,1744"
Bordeaux,"11,05,1742"
Bordeaux,"06,30,1743"
Bordeaux,"08,06,1743"
Bordeaux,"09,08,1743"
Bordeaux,"09,29,1743"
Bordeaux,"09,14,1743"
Bordeaux,"09,18,1743"
Bordeaux,"11,07,1743"
La Rochelle,"08,08,1742"
La Rochelle,"09,07,1742"
La Rochelle,"12,20,1742"
La Rochelle,"07,25,1743"
La Rochelle,"06,19,1743"
La Rochelle,"07,10,1743"
La Rochelle,"08,04,1743"
La Rochelle,"10,22,1743"
La Rochelle,"01,15,1744"
La Rochelle,"02,27,1744"
Nantes,"12,27,1741"
Nantes,"03,05,1742"
Nantes,"03,24,1742"
Nantes,"03,31,1742"
Nantes,"03,31,1742"
Nantes,"04,15,1742"
Nantes,"05,20,1742"
Nantes,"06,05,1742"
Nantes,"06,06,1742"
Nantes,"08,07,1742"
Nantes,"08,07,1742"
Nantes,"09,03,1742"
Nantes,"10,04,1742"
Nantes,"11,01,1742"
Nantes,"11,28,1742"
Nantes,"01,21,1743"
Nantes,"01,21,1743"
Nantes,"01,21,1743"
Nantes,"01,27,1743"
Nantes,"01,27,1743"
Nantes,",,1743"
Nantes,"01,29,1743"
Nantes,"02,23,1743"
Nantes,"03,26,1743"
Nantes,"03,29,1743"
Nantes,"05,,1743"
Nantes,"06,16,1743"
Nantes,"09,04,1743"
Bordeaux,"04,10,1742"
Bordeaux,"06,16,1742"
Bordeaux,"06,16,1742"
Bordeaux,"10,25,1743"
La Rochelle,"06,28,1742"
La Rochelle,"11,28,1742"
La Rochelle,"01,05,1743"
La Rochelle,"03,02,1743"
La Rochelle,"05,14,1743"
La Rochelle,"06,12,1743"
La Rochelle,"07,10,1743"
La Rochelle,"05,28,1743"
La Rochelle,"12,24,1743"
Nantes,"09,09,1741"
Nantes,"10,01,1741"
Nantes,"10,23,1741"
Nantes,"10,23,1741"
Nantes,"10,27,1741"
Nantes,"12,23,1741"
Nantes,"01,03,1742"
Nantes,"02,03,1742"
Nantes,"04,12,1742"
Nantes,"01,14,1741"
Nantes,"02,23,1741"
Nantes,"03,12,1741"
Nantes,"04,29,1741"
Nantes,"05,08,1741"
Nantes,"05,22,1741"
Nantes,"06,01,1741"
Nantes,"06,01,1741"
Nantes,"07,10,1741"
Nantes,",,1741"
Nantes,"07,28,1741"
Nantes,"08,13,1741"
Nantes,"08,15,1741"
Nantes,"08,25,1741"
Bordeaux,"04,02,1741"
Bordeaux,"04,08,1741"
Bordeaux,"06,10,1741"
Bordeaux,"03,05,1742"
Bordeaux,"04,04,1742"
Bordeaux,"05,11,1742"
La Rochelle,"06,24,1741"
La Rochelle,"05,10,1741"
La Rochelle,"07,03,1741"
La Rochelle,"05,14,1741"
La Rochelle,"10,24,1741"
La Rochelle,"12,09,1741"
La Rochelle,"02,20,1742"
La Rochelle,"02,20,1742"
La Rochelle,"02,21,1742"
La Rochelle,"03,18,1742"
La Rochelle,"03,19,1742"
La Rochelle,"09,12,1742"
Nantes,"12,27,1739"
Nantes,"01,24,1740"
Nantes,"03,24,1740"
Nantes,"04,18,1740"
Nantes,"06,,1740"
Nantes,"06,11,1740"
Nantes,"06,11,1740"
Nantes,"06,27,1740"
Nantes,"07,11,1740"
Nantes,"07,16,1740"
Nantes,"07,16,1740"
Nantes,"07,16,1740"
Nantes,"07,27,1740"
Nantes,"07,27,1740"
Nantes,"08,03,1740"
Nantes,"08,20,1740"
Nantes,"08,29,1740"
Nantes,"09,12,1740"
Nantes,"09,12,1740"
Nantes,"09,12,1740"
Nantes,"09,12,1740"
Nantes,"09,12,1740"
Nantes,"09,13,1740"
Nantes,"09,13,1740"
Nantes,"09,13,1740"
Nantes,"09,30,1740"
Nantes,"10,10,1740"
Nantes,"10,23,1740"
Nantes,"11,15,1740"
Nantes,"11,15,1740"
Nantes,"12,24,1740"
Nantes,"02,11,1741"
Nantes,"03,04,1741"
Nantes,"03,21,1741"
Nantes,"03,26,1741"
Nantes,"04,02,1741"
Nantes,",,1741"
Bordeaux,"01,02,1740"
Bordeaux,"01,02,1741"
Bordeaux,"04,08,1741"
Bordeaux,"09,30,1741"
Bordeaux,"10,06,1741"
Bordeaux,"10,16,1741"
Bordeaux,"11,22,1741"
La Rochelle,"01,07,1741"
La Rochelle,"02,28,1740"
La Rochelle,"02,29,1740"
La Rochelle,"03,14,1740"
La Rochelle,"04,28,1740"
La Rochelle,"07,13,1740"
La Rochelle,"07,23,1740"
La Rochelle,"08,28,1740"
La Rochelle,"10,06,1740"
La Rochelle,"10,22,1740"
La Rochelle,"11,08,1740"
La Rochelle,"11,18,1740"
La Rochelle,"01,18,1741"
La Rochelle,"11,30,1740"
La Rochelle,"01,15,1741"
La Rochelle,"02,23,1741"
La Rochelle,"03,03,1741"
La Rochelle,"03,17,1741"
La Rochelle,"08,28,1741"
La Rochelle,"08,05,1741"
La Rochelle,"08,04,1741"
La Rochelle,"08,10,1741"
La Rochelle,"09,06,1741"
La Rochelle,"12,16,1741"
Nantes,"11,,1738"
Nantes,"01,03,1739"
Nantes,"01,03,1739"
Nantes,"03,06,1739"
Nantes,"03,06,1739"
Nantes,"03,06,1739"
Nantes,"03,06,1739"
Nantes,"04,05,1739"
Nantes,"06,03,1739"
Nantes,"06,06,1739"
Nantes,"06,06,1739"
Nantes,"06,16,1739"
Nantes,"07,17,1739"
Nantes,"07,19,1739"
Nantes,"07,30,1739"
Nantes,"08,21,1739"
Nantes,"09,26,1739"
Nantes,"10,06,1739"
Nantes,"10,18,1739"
Nantes,"10,21,1739"
Nantes,"10,29,1739"
Nantes,"12,27,1739"
Nantes,"12,27,1739"
Nantes,"01,31,1740"
Nantes,"03,18,1740"
Nantes,"04,29,1740"
Nantes,"04,,1740"
Nantes,"08,20,1740"
Nantes,"09,30,1740"
Nantes,"10,,1740"
Bordeaux,"11,16,1738"
Bordeaux,"04,30,1739"
Bordeaux,"08,25,1739"
Bordeaux,"04,16,1740"
Bordeaux,"11,04,1740"
Bordeaux,"11,30,1740"
La Rochelle,"02,13,1739"
La Rochelle,"04,25,1739"
La Rochelle,"05,24,1739"
La Rochelle,"06,15,1739"
La Rochelle,"06,15,1739"
La Rochelle,"09,26,1739"
La Rochelle,"09,26,1739"
La Rochelle,"09,07,1739"
La Rochelle,"09,13,1739"
La Rochelle,"11,02,1739"
La Rochelle,"01,25,1740"
La Rochelle,"06,03,1740"
La Rochelle,"07,06,1740"
La Rochelle,"07,25,1740"
La Rochelle,"08,19,1740"
La Rochelle,"09,15,1740"
La Rochelle,"10,17,1740"
La Rochelle,"11,08,1740"
Bordeaux,"03,09,1738"
Bordeaux,"09,15,1738"
Nantes,"01,28,1738"
Nantes,"04,07,1738"
Nantes,"04,25,1738"
Nantes,"06,04,1738"
Nantes,"06,04,1738"
Nantes,"07,,1738"
Nantes,"08,10,1738"
Nantes,"09,08,1738"
Nantes,"09,07,1738"
Nantes,"09,08,1738"
Nantes,"09,23,1738"
Nantes,"10,06,1738"
Nantes,"10,28,1738"
Nantes,"11,14,1738"
Nantes,"11,14,1738"
Nantes,"12,28,1738"
Nantes,"01,28,1739"
Nantes,"03,05,1739"
Nantes,"03,06,1739"
Nantes,"03,06,1739"
Nantes,"02,,1739"
Nantes,"04,21,1739"
Nantes,"08,20,1739"
Nantes,"10,,1739"
La Rochelle,"11,04,1737"
La Rochelle,"03,26,1738"
La Rochelle,"05,10,1738"
La Rochelle,"06,30,1738"
La Rochelle,"07,11,1738"
La Rochelle,"08,19,1738"
La Rochelle,"09,03,1738"
La Rochelle,"09,22,1738"
La Rochelle,"11,09,1738"
La Rochelle,"11,20,1738"
La Rochelle,"11,24,1738"
La Rochelle,"12,03,1738"
La Rochelle,"04,23,1739"
La Rochelle,"06,29,1739"
La Rochelle,"08,13,1739"
Bordeaux,"03,11,1737"
Bordeaux,"08,08,1737"
Nantes,"01,16,1737"
Nantes,"03,12,1737"
Nantes,"03,23,1737"
Nantes,"04,08,1737"
Nantes,"04,,1737"
Nantes,"06,20,1737"
Nantes,"06,20,1737"
Nantes,"06,20,1737"
Nantes,"07,06,1737"
Nantes,"07,10,1737"
Nantes,"07,10,1737"
Nantes,"08,,1737"
Nantes,"09,14,1737"
Nantes,"09,21,1737"
Nantes,"10,10,1737"
Nantes,"10,10,1737"
Nantes,"10,17,1737"
Nantes,"01,01,1738"
Nantes,"01,28,1738"
Nantes,"01,28,1738"
Nantes,"01,28,1738"
Nantes,"02,16,1738"
La Rochelle,"03,11,1737"
La Rochelle,"08,20,1737"
La Rochelle,"08,28,1737"
La Rochelle,"08,03,1737"
La Rochelle,"12,02,1737"
La Rochelle,"02,04,1738"
La Rochelle,"09,23,1738"
Bordeaux,"01,21,1736"
Nantes,"02,22,1736"
Nantes,"03,15,1736"
Nantes,"04,10,1736"
Nantes,"05,17,1736"
Nantes,"05,30,1736"
Nantes,"06,20,1736"
Nantes,"07,18,1736"
Nantes,"10,01,1736"
Nantes,"10,01,1736"
Nantes,"11,14,1736"
Nantes,"12,18,1736"
Nantes,"12,18,1736"
Nantes,"01,16,1737"
Nantes,"03,,1737"
La Rochelle,"01,31,1737"
La Rochelle,"11,26,1737"
La Rochelle,"12,27,1737"
Bordeaux,"11,05,1736"
Nantes,"04,14,1735"
Nantes,"07,29,1735"
Nantes,"08,02,1735"
Nantes,"09,14,1735"
Nantes,"09,14,1735"
Nantes,"10,28,1735"
Nantes,"11,10,1735"
Nantes,"03,14,1736"
La Rochelle,"04,10,1736"
La Rochelle,"05,09,1736"
La Rochelle,"05,08,1736"
La Rochelle,"06,04,1736"
La Rochelle,"07,07,1736"
La Rochelle,"07,17,1736"
Nantes,"04,13,1734"
Nantes,"04,13,1734"
Nantes,"06,16,1734"
Nantes,"10,29,1734"
Nantes,"11,16,1734"
Nantes,"11,28,1734"
Nantes,"11,30,1734"
La Rochelle,"7,13,1734"
La Rochelle,"08,30,1734"
La Rochelle,"08,09,1735"
La Rochelle,"05,23,1735"
La Rochelle,"07,29,1735"
La Rochelle,"09,13,1735"
La Rochelle,"12,22,1735"
La Rochelle,"12,25,1735"
Bordeaux,"02,13,1734"
Nantes,"05,25,1733"
Nantes,"05,25,1733"
Nantes,"06,05,1733"
Nantes,"09,19,1733"
Nantes,"10,01,1733"
Nantes,"12,16,1733"
Nantes,"02,10,1734"
Nantes,"07,15,1734"
La Rochelle,"07,29,1734"
Nantes,"01,04,1732"
Nantes,"05,28,1732"
Nantes,"08,28,1732"
Nantes,"10,08,1732"
Nantes,"11,08,1732"
Nantes,"11,16,1733"
La Rochelle,"07,30,1732"
La Rochelle,"12,08,1732"
La Rochelle,"02,26,1733"
La Rochelle,"04,12,1733"
La Rochelle,"05,05,1733"
La Rochelle,"09,19,1733"
La Rochelle,"12,16,1733"
Bordeaux,"08,14,1731"
Nantes,"12,10,1730"
Nantes,"04,07,1731"
Nantes,"06,06,1731"
Nantes,"06,09,1731"
Nantes,"06,15,1731"
Nantes,"07,21,1731"
Nantes,"09,20,1731"
Nantes,"09,25,1731"
Nantes,"11,04,1731"
Nantes,"11,24,1731"
Nantes,"12,06,1731"
Nantes,"01,18,1732"
Nantes,"07,28,1732"
La Rochelle,"11,24,1731"
La Rochelle,"03,16,1732"
La Rochelle,"07,28,1732"
Nantes,"12,24,1729"
Nantes,"04,12,1730"
Nantes,"05,03,1730"
Nantes,"05,13,1730"
Nantes,"06,14,1730"
Nantes,"06,15,1730"
Nantes,"06,15,1730"
Nantes,"07,17,1730"
Nantes,"07,31,1730"
Nantes,"09,28,1730"
Nantes,"10,01,1730"
Nantes,"12,10,1730"
Nantes,"12,28,1730"
Nantes,"01,10,1731"
Nantes,"04,10,1731"
Nantes,"08,19,1731"
La Rochelle,"08,08,1731"
Bordeaux,"09,11,1729"
Bordeaux,"08,25,1730"
Nantes,"04,17,1729"
Nantes,"08,30,1729"
Nantes,"04,27,1729"
Nantes,"07,09,1729"
Nantes,"07,10,1729"
Nantes,"08,09,1729"
Nantes,"08,25,1729"
Nantes,"09,12,1729"
Nantes,"10,11,1729"
Nantes,"10,11,1729"
Nantes,"10,11,1729"
Nantes,"10,11,1729"
Nantes,"12,26,1729"
Nantes,"12,26,1729"
Nantes,"01,12,1730"
Nantes,"01,22,1730"
Nantes,"03,08,1730"
La Rochelle,"07,15,1729"
La Rochelle,"05,09,1729"
La Rochelle,"12,13,1729"
Nantes,"03,02,1728"
Nantes,"05,31,1728"
Nantes,"07,09,1728"
Nantes,"07,12,1728"
Nantes,"08,15,1728"
Nantes,"09,20,1728"
Nantes,"12,08,1728"
Nantes,"12,26,1728"
Nantes,"02,09,1729"
Nantes,"03,06,1729"
La Rochelle,"02,12,1728"
La Rochelle,"08,26,1728"
La Rochelle,"07,05,1729"
La Rochelle,"11,01,1729"
Nantes,"04,20,1727"
Nantes,"06,22,1727"
Nantes,"06,22,1727"
Nantes,"08,08,1727"
Nantes,"11,24,1727"
Nantes,"12,05,1727"
Nantes,"02,05,1728"
Nantes,"03,09,1728"
Nantes,"06,15,1728"
La Rochelle,"10,31,1727"
La Rochelle,"11,29,1728"
Nantes,"06,17,1726"
Nantes,"08,01,1726"
Nantes,"08,02,1726"
Nantes,"08,30,1726"
Nantes,"10,19,1726"
Nantes,"10,17,1726"
Nantes,"10,17,1726"
Nantes,"11,06,1726"
Nantes,"12,08,1726"
Nantes,"12,09,1726"
Nantes,"12,26,1726"
Nantes,"01,01,1727"
Nantes,"01,31,1727"
Nantes,"01,31,1727"
Nantes,"03,27,1727"
La Rochelle,"08,24,1726"
Nantes,"12,29,1725"
Nantes,"12,29,1725"
Nantes,"01,15,1726"
Nantes,"04,05,1726"
Bordeaux,"05,30,1724"
Nantes,"04,03,1722"
Nantes,"04,15,1722"
Nantes,"05,07,1722"
Nantes,"03,30,1723"
Nantes,"05,16,1721"
Nantes,"07,06,1721"
Nantes,"07,13,1721"
Nantes,"07,15,1721"
Nantes,"08,08,1721"
Nantes,"09,08,1721"
Nantes,"09,15,1721"
Nantes,"09,30,1721"
Nantes,"10,16,1721"
Nantes,"11,09,1721"
Nantes,"11,13,1721"
Nantes,"11,19,1721"
Nantes,"12,13,1721"
Nantes,"12,13,1721"
Nantes,"12,14,1721"
Nantes,"12,15,1721"
Nantes,"12,18,1721"
Nantes,"01,08,1722"
Nantes,"01,16,1722"
Nantes,"01,18,1722"
Nantes,"02,13,1722"
Nantes,",,1722"
Nantes,"03,10,1722"
Nantes,"04,14,1722"
Nantes,"04,13,1722"
Nantes,"04,30,1722"
La Rochelle,"03,11,1722"
La Rochelle,"03,31,1722"
La Rochelle,"04,16,1722"
Nantes,"01,,1720"
Nantes,"05,21,1720"
Nantes,"05,22,1720"
Nantes,"07,05,1720"
Nantes,"07,05,1720"
Nantes,"08,04,1720"
Nantes,"08,05,1720"
Nantes,"10,21,1720"
Nantes,"11,15,1720"
Nantes,"01,19,1721"
Nantes,"02,19,1721"
Nantes,"02,23,1721"
Nantes,"04,04,1721"
Nantes,"04,04,1721"
Nantes,"05,11,1721"
Nantes,"12,,1721"
La Rochelle,"04,,1720"
La Rochelle,",,1721"
La Rochelle,"06,,1721"
Nantes,"12,31,1718"
Nantes,"03,22,1719"
Nantes,"04,01,1719"
Nantes,"04,26,1719"
Nantes,"07,11,1719"
Nantes,"08,30,1719"
Nantes,"09,06,1719"
Nantes,"10,02,1719"
Nantes,"10,03,1719"
Nantes,"11,06,1719"
Nantes,"12,14,1719"
Nantes,"12,28,1719"
Nantes,"02,03,1720"
Nantes,"02,26,1720"
Nantes,"02,27,1720"
Nantes,"03,21,1720"
Nantes,"03,30,1720"
Nantes,"05,05,1720"
Nantes,"06,09,1720"
Nantes,"09,06,1720"
La Rochelle,",,1720"
La Rochelle,",,1720"
Nantes,"05,03,1718"
Nantes,"05,15,1718"
Nantes,"07,03,1718"
Nantes,"09,12,1718"
Nantes,"09,12,1718"
Nantes,"10,18,1718"
Nantes,"10,26,1718"
Nantes,"11,16,1718"
Nantes,"11,19,1718"
Nantes,"11,29,1718"
Nantes,"12,26,1718"
Nantes,"12,26,1718"
Nantes,"12,30,1718"
La Rochelle,"09,03,1718"
La Rochelle,",,1719"
Nantes,"06,23,1717"
Nantes,"09,28,1717"
Nantes,"10,24,1717"
Nantes,"01,27,1718"
Nantes,"01,27,1718"
Nantes,"01,28,1718"
Nantes,"02,15,1718"
Nantes,"05,03,1718"
La Rochelle,",,1718"
La Rochelle,",,1718"
La Rochelle,"03,09,1718"
Nantes,"04,28,1716"
Nantes,"06,19,1716"
Nantes,"09,10,1716"
Nantes,"10,29,1716"
Nantes,"11,06,1716"
Nantes,"11,07,1716"
Nantes,"11,07,1716"
Nantes,"12,29,1716"
Nantes,"12,31,1716"
Nantes,"03,24,1717"
Nantes,"05,22,1717"
Nantes,"05,22,1717"
Nantes,"07,22,1717"
Bordeaux,",,1717"
La Rochelle,",,1717"
Nantes,"02,27,1715"
Nantes,"03,27,1715"
Nantes,"03,27,1715"
Nantes,"03,27,1715"
Nantes,"06,28,1715"
Nantes,"10,30,1715"
Nantes,"10,31,1715"
Nantes,"10,31,1715"
Nantes,"11,24,1715"
Nantes,"12,24,1715"
Nantes,"02,19,1716"
Nantes,"02,19,1716"
Nantes,"03,01,1716"
Nantes,"04,20,1716"
Nantes,"05,16,1716"
La Rochelle,"09,09,1714"
La Rochelle,"05,27,1715"
La Rochelle,",,1715"
La Rochelle,"06,06,1715"
Rochefort,"01,10,1715"
La Rochelle,"02,26,1715"
Nantes,"03,17,1714"
Nantes,"04,23,1714"
Nantes,"06,10,1714"
Nantes,"07,15,1714"
Nantes,"09,04,1714"
Nantes,"09,07,1714"
Nantes,"09,26,1714"
Nantes,"09,27,1714"
Nantes,"09,27,1714"
Nantes,"11,20,1714"
Nantes,"12,02,1714"
Nantes,"12,02,1714"
Nantes,"01,13,1715"
Nantes,"02,27,1715"
Nantes,"03,25,1715"
Nantes,"03,27,1715"
Nantes,"03,27,1715"
Nantes,"03,27,1715"
Nantes,"06,26,1715"
Nantes,",,1715"
Nantes,"06,01,1713"
Nantes,"06,04,1713"
Nantes,"06,12,1713"
Nantes,"07,25,1713"
Nantes,"08,28,1713"
Nantes,"11,11,1713"
Nantes,"12,06,1713"
Nantes,"12,16,1713"
Nantes,"12,16,1713"
Nantes,"01,15,1714"
Nantes,"01,22,1714"
Nantes,"01,25,1714"
Nantes,"03,17,1714"
Nantes,"06,24,1714"
Nantes,"10,21,1714"
Nantes,"07,25,1713"
La Rochelle,"10,04,1713"
La Rochelle,",,1713"
La Rochelle,",,1713"
La Rochelle,",,1713"
Nantes,"09,19,1712"
Nantes,"12,19,1712"
Nantes,"09,28,1712"
Nantes,"09,28,1712"
Nantes,"09,29,1712"
Nantes,"09,,1712"
Nantes,"01,06,1713"
Nantes,"03,08,1713"
Nantes,"04,13,1713"
Nantes,"04,13,1713"
Nantes,"08,28,1713"
Nantes,"11,23,1711"
La Rochelle,"1,,1712"
Nantes,"03,10,1712"
Nantes,"08,20,1712"
Nantes,"07,18,1712"
Nantes,"08,02,1712"
Nantes,"01,08,1711"
Nantes,"12,07,1711"
Nantes,"05,26,1710"
Nantes,"10,18,1710"
Nantes,"10,24,1710"
Nantes,"11,07,1710"
La Rochelle,",,1710"
La Rochelle,",,1711"
La Rochelle,"09,04,1711"
La Rochelle,"02,18,1709"
Nantes,"06,,1709"
Nantes,"06,20,1709"
La Rochelle,"07,24,1709"
Nantes,"10,23,1709"
Nantes,"10,23,1709"
Nantes,"10,23,1709"
Nantes,"10,23,1709"
Nantes,"04,26,1710"
La Rochelle,"05,10,1710"
La Rochelle,"10,01,1709"
La Rochelle,"2,18,1709"
Nantes,"07,01,1708"
Nantes,"06,20,1709"
Nantes,"11,27,1708"
Nantes,"01,06,1709"
Nantes,"05,14,1709"
Nantes,"03,08,1708"
La Rochelle,"07,02,1707"
Nantes,"01,06,1707"
La Rochelle,"05,09,1706"
Nantes,"01,22,1706"
Nantes,"07,26,1707"
Nantes,"03,29,1706"
La Rochelle,"09,24,1705"
La Rochelle,"04,19,1704"
La Rochelle,"04,19,1704"
La Rochelle,"04,19,1704"
Nantes,"03,05,1705"
La Rochelle,"04,19,1704"
Nantes,"07,21,1703"
La Rochelle,"07,16,1702"
Nantes,"07,07,1703"
La Rochelle,"07,16,1702"
Nantes,"01,21,1702"
Nantes,"09,12,1702"
Nantes,"03,19,1702"
Bordeaux,"11,17,1700"
Nantes,"08,20,1698"
Nantes,"08,07,1698"
La Rochelle,",,1698"
Nantes,"07,04,1697"
La Rochelle,",,1695"
La Rochelle,"06,,1693"
La Rochelle,"03,28,1693"
La Rochelle,"03,13,1692"
La Rochelle,"03,03,1690"
La Rochelle,",,1687"
La Rochelle,"02,01,1688"
La Rochelle,"10,15,1688"
La Rochelle,"08,28,1688"
La Rochelle,"10,09,1688"
La Rochelle,"07,28,1688"
La Rochelle,",,1687"
La Rochelle,"09,24,1687"
La Rochelle,"11,08,1686"
La Rochelle,"08,13,1687"
Bordeaux,"01,10,1686"
La Rochelle,"08,11,1685"
La Rochelle,"09,20,1686"
La Rochelle,"01,14,1685"
La Rochelle,"10,28,1685"
La Rochelle,"8,10,1683"
La Rochelle,"10,23,1683"
La Rochelle,"01,20,1683"
La Rochelle,"10,08,1683"
La Rochelle,"10,23,1682"
La Rochelle,"10,07,1681"
La Rochelle,"10,20,1681"
La Rochelle,"10,20,1681"
La Rochelle,"11,03,1682"
La Rochelle,"04,20,1681"
La Rochelle,"05,06,1681"
La Rochelle,"01,01,1681"
La Rochelle,"10,22,1678"
La Rochelle,"11,01,1679"
La Rochelle,"02,11,1676"
La Rochelle,"04,09,1677"
La Rochelle,"04,11,1677"
La Rochelle,"06,20,1675"
La Rochelle,"12,17,1675"
La Rochelle,",,1673"
La Rochelle,"11,29,1671"
La Rochelle,"04,26,1667"
Nantes,",,1657"
La Rochelle,",,1643"
