"port_depart","outdate_fixed","port_destination","amiraute_destination","province_destination","substate_destination","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
Ribérou,1789-07-27,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-07-27,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-07-27,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-01,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-01,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-03,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-04,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-05,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-07,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-07,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-08,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-08,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-08,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-12,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-12,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-14,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Plouharnel,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Marennes,1789-12-04,Saint-Malo,Saint-Malo,Bretagne,,France,Saint-Malo,Bretagne,,,,,360,0,0,"103",tx,[101-200],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-19,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-04-06,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"100",tx,[51-100],français
Ribérou,1789-08-17,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-19,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
La Rochelle,1789-03-07,Rouen,Rouen,Normandie,,France,Quiberon,Bretagne,,,,,360,0,0,"108",tx,[101-200],français
Ribérou,1789-08-21,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-22,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-22,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-22,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-27,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-28,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-28,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-08-31,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-01,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-01,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-07,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-09,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-10,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-14,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-16,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-16,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-17,Côtes de Bretagne,Quimper,Bretagne,,France,Vannes,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-17,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-17,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-18,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-23,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-24,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-26,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-29,Côtes de Bretagne,Quimper,Bretagne,,,,,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-29,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-09-30,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-05,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-15,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-19,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-20,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-20,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-26,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-27,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-30,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-10-31,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-11-02,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-11-02,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-11-02,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-11-07,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-11-27,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Ribérou,1789-12-09,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Marans,1789-07-21,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"10",tx,[1-20],français
Saint-Gilles-sur-Vie,1789-06-18,Bayonne,Bayonne,Guyenne,,France,Saint-Gilles-sur-Vie,Poitou,,,,,360,0,0,"65",tx,[51-100],français
île de Bouin,1789-09-21,Nantes,Nantes,Bretagne,,France,Pornic,Bretagne,Sel,,,,54,180,0,"10",tx,[1-20],français
Ribérou,1789-07-07,Carnac,Vannes,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"17",tx,[1-20],français
Marans,1789-07-20,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-21,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-22,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-25,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-27,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,180,0,0,"20",tx,[1-20],français
Marans,1789-07-27,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-07-28,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-07-30,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-31,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-08-03,Côtes de Bretagne,Quimper,Bretagne,,France,Lorient,Bretagne,Lest,,,,360,0,0,"60",tx,[51-100],français
Marans,1789-08-07,Côtes de Bretagne,Quimper,Bretagne,,France,Belle-Île-en-Mer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-07,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-11,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-11,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"14",tx,[1-20],français
Marans,1789-08-20,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-21,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,France,Vannes,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-08-24,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-08-26,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-08-26,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-08-27,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"15",tx,[1-20],français
Marans,1789-08-28,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-08-29,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-01,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,240,0,0,"30",tx,[21-50],français
Marans,1789-09-01,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
La Rochelle,1789-08-07,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"80",tx,[51-100],français
Marans,1789-09-03,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-05,Côtes de Bretagne,Quimper,Bretagne,,France,Arzon,Bretagne,Lest,,,,120,0,0,"7",tx,[1-20],français
Marans,1789-09-10,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-23,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,180,0,0,"20",tx,[1-20],français
Marans,1789-09-24,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-26,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"18",tx,[1-20],français
Marans,1789-11-09,Côtes de Bretagne,Quimper,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-29,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-29,Côtes de Bretagne,Quimper,Bretagne,,France,Carnac,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-09-29,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Marans,1789-11-03,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,120,0,0,"6",tx,[1-20],français
Marans,1789-12-22,Côtes de Bretagne,Quimper,Bretagne,,France,Pont-l'Abbé,Bretagne,Lest,,,,180,0,0,"12",tx,[1-20],français
Marans,1789-12-22,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,180,0,0,"18",tx,[1-20],français
Marans,1789-12-31,Côtes de Bretagne,Quimper,Bretagne,,France,Locmariaquer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Saint-Denis d'Oléron,1789-04-08,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"27",tx,[21-50],français
Saint-Martin-de-Ré,1789-08-05,Côtes de Bretagne,Quimper,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"27",tx,[21-50],français
Marennes,1789-07-25,Brest,Brest,Bretagne,,France,Quiberon,Bretagne,Lest,,,,240,0,0,"40",tx,[21-50],français
Saint-Martin-de-Ré,1789-07-02,Brest,Brest,Bretagne,,France,Quiberon,Bretagne,Lest,,,,180,0,0,"16",tx,[1-20],français
Saint-Martin-de-Ré,1789-09-11,Brest,Brest,Bretagne,,France,Brest,Bretagne,Lest,,,,180,0,0,"15",tx,[1-20],français
Marans,1789-07-09,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,Lest,,,,180,0,0,"26",tx,[21-50],français
Marans,1789-07-15,Bordeaux,Bordeaux,Guyenne,,France,Lorient,Bretagne,Lest,,,,240,0,0,"46",tx,[21-50],français
Les Sables-d'Olonne,1789-09-21,Bordeaux,Bordeaux,Guyenne,,France,Paimpol,Bretagne,Lest,,,,240,0,0,"45",tx,[21-50],français
Saint-Martin-de-Ré,1789-04-15,Bordeaux,Bordeaux,Guyenne,,Provinces-Unies,Amsterdam,,Lest,,,,480,0,0,"230",tx,[201-500],hollandais
Saint-Martin-de-Ré,1789-05-25,Bordeaux,Bordeaux,Guyenne,,France,Brest,Bretagne,Lest,,,,360,0,0,"50",tx,[21-50],français
Saint-Martin-de-Ré,1789-10-01,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,Lest,,,,180,0,0,"20",tx,[1-20],français
Saint-Martin-de-Ré,1789-10-15,Bordeaux,Bordeaux,Guyenne,,France,Le Conquet,Bretagne,Lest,,,,240,0,0,"48",tx,[21-50],français
Saint-Denis d'Oléron,1789-03-21,Belle-Île-en-Mer,Vannes,Bretagne,,France,Belle-Île-en-Mer,Bretagne,Lest,,,,180,0,0,"15",tx,[1-20],français
Saint-Martin-de-Ré,1789-08-22,Belle-Île-en-Mer,Vannes,Bretagne,,France,Belle-Île-en-Mer,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-11,Baden,Vannes,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-11,Baden,Vannes,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"4",tx,[1-20],français
Marans,1789-07-20,Baden,Vannes,Bretagne,,France,Baden,Bretagne,Lest,,,,120,0,0,"7",tx,[1-20],français
Saint-Martin-de-Ré,1789-10-01,Arzon,Vannes,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"7",tx,[1-20],français
Saint-Martin-de-Ré,1789-10-12,Arzon,Vannes,Bretagne,,France,Arzon,Bretagne,Lest,,,,180,0,0,"22",tx,[21-50],français
Tonnay-Charente,1789-03-03,Rouen,Rouen,Normandie,,France,Saint-Savinien,Saintonge,,,,,360,0,0,"110",tx,[101-200],français
Tonnay-Charente,1789-05-15,Rouen,Rouen,Normandie,,France,Rochefort,Aunis,,,,,360,0,0,"60",tx,[51-100],français
Marennes,1789-05-29,Honfleur,Honfleur,Normandie,,,,,Sel,,,,360,0,0,"94",tx,[51-100],français
Marans,1789-10-12,Bordeaux,Bordeaux,Guyenne,,France,Marans,Aunis,Moutarde,Lin,Lin,Lin,180,0,0,"20",tx,[1-20],français
La Rochelle,1789-03-23,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"82",tx,[51-100],français
La Perrotine,1789-06-21,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Diverses marchandises,,,,240,0,0,"32",tx,[21-50],français
Noirmoutier,1789-08-11,Côtes de Bretagne,Quimper,Bretagne,,France,Noirmoutier,Poitou,Lest,Pêche au poisson frais,Pêche au poisson frais,Pêche au poisson frais,300,0,0,"12",tx,[1-20],français
La Tranche-sur-Mer,1789-09-02,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,Oignons,Marchandises,Marchandises,Marchandises,180,0,0,"16",tx,[1-20],français
Rochefort,1789-10-31,Bordeaux,Bordeaux,Guyenne,,France,Rhuys,Bretagne,Marchandises permises,,,,240,0,0,"30",tx,[21-50],français
La Flotte-en-Ré,1789-04-23,Bordeaux,Bordeaux,Guyenne,,France,La Flotte-en-Ré,Aunis,Lest,Bois merrain,Bois merrain,Bois merrain,240,0,0,"40",tx,[21-50],français
Saint-Martin-de-Ré,1789-04-12,Bordeaux,Bordeaux,Guyenne,,France,Saint-Martin-de-Ré,Aunis,Bois merrain,,,,240,0,0,"30",tx,[21-50],français
La Rochelle,1789-05-23,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"112",tx,[101-200],français
Rochefort,1789-04-10,Bordeaux,Bordeaux,Guyenne,,France,Port-d'Envaux,Saintonge,Bois merrain,Sardines,Sardines,Sardines,240,0,0,"36",tx,[21-50],français
La Rochelle,1789-06-13,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"80",tx,[51-100],français
Rochefort,1789-03-02,Bordeaux,Bordeaux,Guyenne,,France,La Rochelle,Aunis,Morue sèche,,,,180,0,0,"20",tx,[1-20],français
Les Sables-d'Olonne,1789-07-21,Bordeaux,Bordeaux,Guyenne,,France,Saint-Malo,Bretagne,Morue verte,,,,180,0,0,"12",tx,[1-20],français
Les Sables-d'Olonne,1789-07-21,Bordeaux,Bordeaux,Guyenne,,France,Les Sables-d'Olonne,Poitou,Morue verte,,,,240,0,0,"34",tx,[21-50],français
Les Sables-d'Olonne,1789-07-14,Nantes,Nantes,Bretagne,,France,Les Sables-d'Olonne,Poitou,Morue verte,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,180,0,0,"26",tx,[21-50],français
La Perrotine,1789-04-27,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Moules ,,,,180,0,0,"15",tx,[1-20],français
Saint-Martin-de-Ré,1789-08-10,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,Moules ,,,,180,0,0,"21",tx,[21-50],français
Marennes,1789-01-29,Libourne,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Sel,,,,180,0,0,"27",tx,[21-50],français
La Perrotine,1789-04-27,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Moules ,,,,120,0,0,"9",tx,[1-20],français
Marennes,1789-05-05,Bordeaux,Bordeaux,Guyenne,,France,Ribérou,Saintonge,Moules ,,,,120,0,0,"8",tx,[1-20],français
Marans,1789-01-30,Bordeaux,Bordeaux,Guyenne,,France,île d'Oléron,Saintonge,Orge,,,,180,0,0,"26",tx,[21-50],français
La Rochelle,1789-07-08,Rouen,Rouen,Normandie,,France,Rouen,Normandie,,,,,360,0,0,"82",tx,[51-100],français
La Rochelle,1789-04-06,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,Canada,colonies françaises d'Amérique,France,La Rochelle,Aunis,Pêche à la morue,,,,1 800,0,0,"50",tx,[21-50],français
La Rochelle,1789-04-22,Saint-Pierre-et-Miquelon,Saint-Pierre-et-Miquelon,Canada,colonies françaises d'Amérique,France,La Rochelle,Aunis,Pêche à la morue,,,,1 800,0,0,"200",tx,[101-200],français
Rochefort,1789-06-20,La Teste,Bordeaux,Guyenne,,France,La Teste,Guyenne,Pierre de taille,,,,180,0,0,"15",tx,[1-20],français
Rochefort,1789-09-11,La Teste,Bordeaux,Guyenne,,France,La Teste,Guyenne,Pierre de taille,,,,180,0,0,"18",tx,[1-20],français
Rochefort,1789-01-31,La Teste,Bordeaux,Guyenne,,France,La Teste,Guyenne,Pierre de taille,,,,240,0,0,"36",tx,[21-50],français
Saint-Martin-de-Ré,1789-05-22,Bordeaux,Bordeaux,Guyenne,,France,Port-d'Envaux,Saintonge,Planches,,,,240,0,0,"36",tx,[21-50],français
Marans,1789-08-18,Quiberon,Vannes,Bretagne,,France,Quiberon,Bretagne,Poisson,,,,180,0,0,"22",tx,[21-50],français
Rochefort,1789-03-07,Cap-Français,Cap-Français,Saint-Domingue,colonies françaises d'Amérique,France,Rochefort,Aunis,Poudre à canon,,,,1 800,0,0,"160",tx,[101-200],français
Les Sables-d'Olonne,1789-09-07,Vannes,Vannes,Bretagne,,France,Lorient,Bretagne,Diverses marchandises,,,,240,0,0,"45",tx,[21-50],français
Rochefort,1789-12-23,Bordeaux,Bordeaux,Guyenne,,France,Bordeaux,Guyenne,Diverses marchandises,,,,360,0,0,"450",tx,[201-500],français
Marennes,1789-05-20,Saint-Valery-sur-Somme,Saint-Valéry-sur-Somme,Picardie,,France,Binic,Bretagne,Sel,,,,360,0,0,"58",tx,[51-100],français
Marennes,1789-04-27,Bordeaux,Bordeaux,Guyenne,,France,Carnac,Bretagne,Salaisons,,,,120,0,0,"9",tx,[1-20],français
La Flotte-en-Ré,1789-07-06,Port-Launay,Quimper,Bretagne,,France,La Flotte-en-Ré,Aunis,Bois,Cendre,Cendre,Cendre,180,0,0,"25",tx,[21-50],français
La Flotte-en-Ré,1789-03-10,Nantes,Nantes,Bretagne,,France,Méan,Bretagne,Turbe,Cendre,Cendre,Cendre,180,0,0,"28",tx,[21-50],français
Saint-Martin-de-Ré,1789-08-06,Hennebont,Lorient,Bretagne,,France,Port-d'Envaux,Saintonge,Cendre,,,,180,0,0,"20",tx,[1-20],français
La Flotte-en-Ré,1789-04-29,Auray,Vannes,Bretagne,,France,Carnac,Bretagne,Vide,Cendre,Cendre,Cendre,180,0,0,"12",tx,[1-20],français
Les Sables-d'Olonne,1789-06-20,Bordeaux,Bordeaux,Guyenne,,France,Arzon,Bretagne,Sardines salées,,,,180,0,0,"15",tx,[1-20],français
