"pointcall_out_date2","pointcall_in_date","record_id","ship_id","ship_name","captain_name","port_depart","outdate_fixed","port_destination","pointcall_province","substate_destination","state_destination","destination_admiralty","departure_admiralty","destination_province","departure_province","pointcall_action","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","ship_flag_standardized_fr","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","tonnage","tonnage_unit","tonnage_class"
"1789=07=31","1789>07>31","00341300",,Entreprise,"Tonnay, Nicolas",Tonnay-Charente,1789-07-31,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"36",tx,[21-50]
"1789=08=01","1789>08>01","00333341",,Deux Freres,"Grenon, Jean",Ribérou,1789-08-01,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=01","1789>08>01","00341302",,Quatre Freres,"Allemand, Pierre",Tonnay-Charente,1789-08-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"40",tx,[21-50]
"1789=08=01","1789>08>01","00333340",,Elizabeth,"Pelletaut, Pierre",Ribérou,1789-08-01,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=03","1789>08>03","00333163",,Paix,"François, Jean Baptiste",Ribérou,1789-08-03,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Rochelle,Aunis,français,Bois à brûler,Fagots,Fagots,Fagots,"20",tx,[1-20]
"1789=08=03","1789>08>03","00333495","0009645N",Reine Ester,"Banier, André",Saint-Martin-de-Ré,1789-08-03,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Loix,Aunis,français,Eau-de-vie,,,,"15",tx,[1-20]
"1789=08=03","1789>08>03","00341303",,Pierre Jean,"Mariau, Louis",Tonnay-Charente,1789-08-03,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"40",tx,[21-50]
"1789=08=03","1789>08>03","00336803",,Rosalie,"Cario, Mathieu",Saint-Martin-de-Ré,1789-08-03,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Île-aux-Moines,Bretagne,français,Marchandises permises,,,,"40",tx,[21-50]
"1789=08=04","1789>08>04","00339463",,Saint Pierre,"Buché, Pierre",Marennes,1789-08-04,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Quiberon,Bretagne,français,Beurre,,,,"15",tx,[1-20]
"1789=08=04","1789>08>04","00336294",,Fils Unique,"Bagnettau, Josephe",Saint-Martin-de-Ré,1789-08-04,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"55",tx,[51-100]
"1789=08=05","1789>08>05","00333114","0007382N",Marie Charlotte,"Boyer, Jean",Ribérou,1789-08-05,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Dercie,Saintonge,français,Bois à brûler,,,,"32",tx,[21-50]
"1789=08=05","1789>08>05","00341304",,Deux Amis,"Gaurry, Simon",Tonnay-Charente,1789-08-05,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Tonnay-Charente,Aunis,français,,,,,"50",tx,[21-50]
"1789=08=06","1789>08>06","00333342",,Deux Amis,"Caffin, Pierre",Ribérou,1789-08-06,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=06","1789>08>06","00333477",,"Pierre, Paul","Villeur, Etienne",Marennes,1789-08-06,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Marennes,Saintonge,français,Eau-de-vie,,,,"40",tx,[21-50]
"1789=08=06","1789>08>06","00336870","0000882N",Espérance,"Lorillaud, Joséph Daniél",Les Sables-d'Olonne,1789-08-06,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Morue verte,Bois à brûler,Bois à brûler,Bois à brûler,"24",tx,[21-50]
"1789=08=06","1789>08>06","00333116",,Aimable Solide,"Luzet, Jacques",Rochefort,1789-08-06,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois à brûler,,,,"37",tx,[21-50]
"1789=08=06","1789>08>06","00336813",,Cinq frères,"Bognettau, François",Saint-Martin-de-Ré,1789-08-06,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Bois merrain,,,,"30",tx,[21-50]
"1789=08=07","1789>08>07","00333000","0012589N",Folie,"Perochau, Charles",Champagné-les-Marais,1789-08-07,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,In-Out,France,Marans,Aunis,français,Bois de construction,,,,"26",tx,[21-50]
"1789=08=07","1789>08>07","00333279",,Catherinne Francoise,"Michellet, François",Moricq,1789-08-07,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Bois à brûler,Charbon,Charbon,Charbon,"20",tx,[1-20]
"1789=08=08","1789>08>08","00337135",,Saint Louis,"Guiné, René",Saint-Martin-de-Ré,1789-08-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"17",tx,[1-20]
"1789=08=08","1789>08>08","00341308",,Prophete Elie,"Allemand, Vivien",Tonnay-Charente,1789-08-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"30",tx,[21-50]
"1789=08=08","1789>08>08","00341305",,Rosalie,"Dubreuil, Pierre",Tonnay-Charente,1789-08-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Brouage ,Saintonge,français,,,,,"32",tx,[21-50]
"1789=08=08","1789>08>08","00341307","0006507N",Angelique,"Guilbaud, Pierre",Tonnay-Charente,1789-08-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,L'Houmée,Aunis,français,,,,,"32",tx,[21-50]
"1789=08=08","1789>08>08","00333343","0007783N",Saint Etienne,"Geoffroy, Gabriel",Ribérou,1789-08-08,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=08","1789>08>08","00341306","0006492N",Saint Nicolas,"Allenet, Jean",Tonnay-Charente,1789-08-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"39",tx,[21-50]
"1789=08=10","1789>08>10","00336295",,Charlotte,"Hurtaux, Pierre",Saint-Martin-de-Ré,1789-08-10,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Brest,Bretagne,français,Lest,,,,"30",tx,[21-50]
"1789=08=10","1789>08>10","00336296",,Sainte Barbe,"André, Jacques",Saint-Martin-de-Ré,1789-08-10,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"9",tx,[1-20]
"1789=08=11","1789>08>11","00337136",,Deux Amis,"Ferru, Jacques",Saint-Martin-de-Ré,1789-08-11,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"15",tx,[1-20]
"1789=08=11","1789>08>11","00333496",,Deux Frères,"Ricque, François",Saint-Martin-de-Ré,1789-08-11,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Eau-de-vie,,,,"15",tx,[1-20]
"1789=08=12","1789>08>12","00333344",,Monsieur,"Grenon, Pierre",Ribérou,1789-08-12,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=13","1789>08>13","00341309",,Marianne,"Jaguenau, Etienne",Tonnay-Charente,1789-08-13,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"40",tx,[21-50]
"1789=08=13","1789>08>13","00341310",,Saint François,"Biron, Jean",Tonnay-Charente,1789-08-13,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=08=13","1789>08>13","00333345",,Benigne,"Mathieu, Joseph",Ribérou,1789-08-13,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=14","1789>08>14","00339479","0006325N",Julie,"Thibeaudeau, Pierre",Saint-Denis d'Oléron,1789-08-14,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Saint-Denis d'Oléron,Saintonge,français,Soude,,,,"10",tx,[1-20]
"1789=08=14","1789>08>14","00341311",,Saint Etienne,"Chassinau, Louis",Tonnay-Charente,1789-08-14,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"38",tx,[21-50]
"1789=08=14","1789>08>14","00333280",,Bonne Espérence,"Fragneau, François",Moricq,1789-08-14,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"36",tx,[21-50]
"1789=08=17","1789>08>17","00339639","0009942N",Rocher,"Blanchard, Pierre",Ribérou,1789-08-17,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Rochelle,Aunis,français,Fagots,Terre de Broue [pour verrerie],Terre de Broue [pour verrerie],Terre de Broue [pour verrerie],"20",tx,[1-20]
"1789=08=17","1789>08>17","00333164",,Paix,"François, Jean Baptiste",Ribérou,1789-08-17,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Rochelle,Aunis,français,Fagots,Bois à brûler,Bois à brûler,Bois à brûler,"20",tx,[1-20]
"1789=08=18","1789>08>18","00341312",,Dauphin,"Cochet, Mathieu",Tonnay-Charente,1789-08-18,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"30",tx,[21-50]
"1789=08=18","1789>08>18","00333730",,Don de Dieu,"Durand, Noël",Marans,1789-08-18,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,Feuillard,Feuillard,Feuillard,"20",tx,[1-20]
"1789=08=18","1789>08>18","00341313",,Saint François,"Palme, François",Tonnay-Charente,1789-08-18,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=08=20","1789>08>20","00333346",,Saint Pierre,"Roy, François",Ribérou,1789-08-20,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=20","1789>08>20","00333347",,Elizabeth,"Pelletaut, Pierre",Ribérou,1789-08-20,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=20","1789>08>20","00333348",,Marie Marguerite,"Fournier, Jean",Ribérou,1789-08-20,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=20","1789>08>20","00336815",,Centaure,"Luzet, Michel",Marans,1789-08-20,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,Bois merrain,Bois merrain,Bois merrain,"40",tx,[21-50]
"1789=08=20","1789>08>20","00341314",,Marie Theophile,"David, Jean",Tonnay-Charente,1789-08-20,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"38",tx,[21-50]
"1789=08=20","1789>08>20","00333281",,Guillaume,"Chasseriau, Michel",Moricq,1789-08-20,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"40",tx,[21-50]
"1789=08=21","1789>08>21","00333555",,Nonpareille,"Tible, Jean",La Flotte-en-Ré,1789-08-21,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vinaigre,Eau-de-vie,Eau-de-vie,Eau-de-vie,"4",tx,[1-20]
"1789=08=21","1789>08>21","00341315",,Saint François,"Dubain, Jean",Tonnay-Charente,1789-08-21,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"38",tx,[21-50]
"1789=08=22","1789>08>22","00341316",,Union,"Elie, Louis",Tonnay-Charente,1789-08-22,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"32",tx,[21-50]
"1789=08=22","1789>08>22","00333623",,Franc Masson,"Texier, Antoine",Marennes,1789-08-22,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Tremblade,Saintonge,français,,,,,"20",tx,[1-20]
"1789=08=22","1789>08>22","00341318",,Pierre Jean,"Mariau, Pierre",Tonnay-Charente,1789-08-22,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"40",tx,[21-50]
"1789=08=22","1789>08>22","00341317",,Victoire,"Nicolas, Jean",Tonnay-Charente,1789-08-22,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"39",tx,[21-50]
"1789=08=22","1789>08>22","00333349",,Deux Sœurs,"Grenon, Jean",Ribérou,1789-08-22,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=22","1789>08>22","00341409","0006614N",Robuste,"Couilleau, Jean",Le Château-d'Oléron,1789-08-22,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,île d'Oléron,Saintonge,français,,,,,"10",tx,[1-20]
"1789=08=24","1789>08>24","00337137",,Elizabethe,"Brisard, P.",Saint-Martin-de-Ré,1789-08-24,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"15",tx,[1-20]
"1789=08=24","1789>08>24","00340233","0003554N",Commerce,"Chagneaud, Jean",Rochefort,1789-08-24,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,La Rochelle,Aunis,français,Vide,,,,"20",tx,[1-20]
"1789=08=24","1789>08>24","00333478",,Pierre Paul,"Villeur, Etienne",Marennes,1789-08-24,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Marennes,Saintonge,français,Eau-de-vie,,,,"40",tx,[21-50]
"1789=08=24","1789>08>24","00333350",,Heureux Commerce,"Valade, Jacques",Ribérou,1789-08-24,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=26","1789>08>26","00341320","0006492N",Saint Nicolas,"Allenet, Jean",Tonnay-Charente,1789-08-26,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"39",tx,[21-50]
"1789=08=26","1789>08>26","00341319",,Aimable Perpetue,"Coquo, Jacques",Tonnay-Charente,1789-08-26,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"60",tx,[51-100]
"1789=08=26","1789>08>26","00337828",,Amitié,"Neveus, Jacques",Ars-en-Ré,1789-08-26,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Ars-en-Ré,Aunis,français,Sel,,,,"15",tx,[1-20]
"1789=08=26","1789>08>26","00333744",,unnamed,"Barré, Jean",Soubise,1789-08-26,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,La Rochelle,Aunis,français,Fèves,,,,"32",tx,[21-50]
"1789=08=27","1789>08>27","00333472","0007677N",Espion,"Texier, Etienne",La Perrotine,1789-08-27,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,île d'Oléron,Saintonge,français,Eau-de-vie,,,,"15",tx,[1-20]
"1789=08=27","1789>08>27","00339454",,Providence,"Fradet, Estienne",Les Sables-d'Olonne,1789-08-27,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Bois à brûler,,,,"30",tx,[21-50]
"1789=08=28","1789>08>28","00333351",,Françoise,"Curandeau, François",Ribérou,1789-08-28,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=08=29","1789>08>29","00341321",,Quatre Sœurs,"Butel, Jean",Tonnay-Charente,1789-08-29,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Tonnay-Charente,Aunis,français,,,,,"32",tx,[21-50]
"1789=08=31","1789>08>31","00332876",,Victoire,"Bonnau, Pierre",Tonnay-Charente,1789-08-31,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,Bois,,,,"32",tx,[21-50]
"1789=09=01","1789>09>01","00333352",,Monsieur,"Grenon, Pierre",Ribérou,1789-09-01,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=09=01","1789>09>01","00339761",,Saint Louis,"Cloatre, Yves",Marennes,1789-09-01,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Landerneau,Bretagne,français,Vide,,,,"46",tx,[21-50]
"1789=09=01","1789>09>01","00340065",,Benjamin,"Dupeux, Jacques",Saint-Martin-de-Ré,1789-09-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Vinaigre,,,,"9",tx,[1-20]
"1789=09=01","1789>09>01","00333282",,Catherinne Francoise,"Michellet, François",Moricq,1789-09-01,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"20",tx,[1-20]
"1789=09=01","1789>09>01","00341322",,Sainte Marie,"Ferret, François",Tonnay-Charente,1789-09-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=09=02","1789>09>02","00333353","0007783N",Saint Etienne,"Geoffoy, Gabriel",Ribérou,1789-09-02,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=09=02","1789>09>02","00332877",,Saint Pierre,"Fermier, François",Saint-Martin-de-Ré,1789-09-02,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Bois,,,,"20",tx,[1-20]
"1789=09=02","1789>09>02","00333556",,Necessaire,"Porsin, François",La Flotte-en-Ré,1789-09-02,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Bois à brûler,Eau-de-vie,Eau-de-vie,Eau-de-vie,"33",tx,[21-50]
"1789=09=02","1789>09>02","00337138",,Saint Louis,"Guiné, René",Saint-Martin-de-Ré,1789-09-02,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"17",tx,[1-20]
"1789=09=02","1789>09>02","00340066",,Sainte Barbe,"André, Jacque",Saint-Martin-de-Ré,1789-09-02,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Vinaigre,,,,"9",tx,[1-20]
"1789=09=03","1789>09>03","00336297","0006325N",Julie,"Thibaudeau, Pierre",Saint-Martin-de-Ré,1789-09-03,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,île d'Oléron,Saintonge,français,Lest,,,,"17",tx,[1-20]
"1789=09=03","1789>09>03","00341323",,Saint Pierre,"Chaudron, François",Tonnay-Charente,1789-09-03,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"38",tx,[21-50]
"1789=09=03","1789>09>03","00332862",,Binjamin,"Piteau, Pierre",Marans,1789-09-03,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,,,,"40",tx,[21-50]
"1789=09=03","1789>09>03","00333115","0007382N",Marie Charlotte,"Boyer, Jean",Ribérou,1789-09-03,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Dercie,Saintonge,français,Bois à brûler,,,,"32",tx,[21-50]
"1789=09=03","1789>09>03","00341324",,Marie Theophile,"David, Jean",Tonnay-Charente,1789-09-03,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"38",tx,[21-50]
"1789=09=05","1789>09>05","00333017",,Marie Anne,"Rigolage, Piérre",Les Sables-d'Olonne,1789-09-05,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Bois à brûler,Bois de construction,Bois de construction,Bois de construction,"20",tx,[1-20]
"1789=09=05","1789>09>05","00341325",,Marianne,"Jaguenau, Etienne",Tonnay-Charente,1789-09-05,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"40",tx,[21-50]
"1789=09=05","1789>09>05","00333355",,Printemps,"Bouyer, Pierre",Ribérou,1789-09-05,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=09=05","1789>09>05","00333354",,Marie Marguerite,"Fournier, Jean",Ribérou,1789-09-05,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=09=07","1789>09>07","00333079","0000882N",Espérance,"Lorillaud, Joséph Daniél",Les Sables-d'Olonne,1789-09-07,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Bois à brûler,,,,"24",tx,[21-50]
"1789=09=07","1789>09>07","00341326",,Quaker,"Burnet, Thomas",Tonnay-Charente,1789-09-07,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,Grande-Bretagne,Londres,,britannique,,,,,"165",tx,[101-200]
"1789=09=07","1789>09>07","00341327",,Quatre Freres,"Allemand, Pierre",Tonnay-Charente,1789-09-07,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"40",tx,[21-50]
"1789=09=07","1789>09>07","00336298",,Marie Rose,"Lissilou, Jean François",Saint-Martin-de-Ré,1789-09-07,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Tréguier,Bretagne,français,Lest,,,,"58",tx,[51-100]
"1789=09=08","1789>09>08","00336272","0007677N",Espion,"Texier, Etienne",La Perrotine,1789-09-08,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,île d'Oléron,Saintonge,français,Lest,,,,"15",tx,[1-20]
"1789=09=09","1789>09>09","00341329",,Marie Suzanne,"Boifié, Jean",Tonnay-Charente,1789-09-09,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"30",tx,[21-50]
"1789=09=09","1789>09>09","00333283",,Guillaume,"Chasseriau, Michel",Moricq,1789-09-09,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"40",tx,[21-50]
"1789=09=09","1789>09>09","00341328",,Saint Joseph,"Neret, Joseph",Tonnay-Charente,1789-09-09,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"37",tx,[21-50]
